Wavelength (nm),basic,Acid,10-10,12-8,14-6,16-4,18-2
480.00,0.189987,0.437088,0.342207,0.320659,0.297343,0.238287,0.238810
479.50,0.192515,0.430778,0.339266,0.319330,0.296133,0.238822,0.239366
479.00,0.195016,0.424250,0.335797,0.316583,0.295004,0.238745,0.240931
478.50,0.198196,0.418103,0.332406,0.314348,0.293715,0.238900,0.241470
478.00,0.200146,0.411988,0.330114,0.312963,0.292523,0.239744,0.242473
477.50,0.203190,0.406959,0.327147,0.310440,0.291155,0.239552,0.243072
477.00,0.205231,0.401877,0.324442,0.308629,0.290921,0.240006,0.244005
476.50,0.207653,0.395419,0.321813,0.306371,0.289186,0.239622,0.245080
476.00,0.210341,0.389712,0.318364,0.303991,0.287814,0.239858,0.245536
475.50,0.213316,0.383894,0.316247,0.302995,0.287982,0.241138,0.247366
475.00,0.215279,0.378124,0.313444,0.300045,0.285826,0.240648,0.248069
474.50,0.217831,0.372906,0.310584,0.298426,0.284728,0.240470,0.248894
474.00,0.219764,0.368060,0.308091,0.296607,0.283896,0.240547,0.249019
473.50,0.222642,0.363389,0.305471,0.295070,0.283201,0.241415,0.250367
473.00,0.225463,0.355808,0.301858,0.292110,0.280982,0.241600,0.251314
472.50,0.228216,0.350333,0.300067,0.290900,0.280705,0.242239,0.252798
472.00,0.230626,0.345713,0.297103,0.288529,0.279816,0.241807,0.253372
471.50,0.232755,0.341087,0.295077,0.286728,0.278958,0.242026,0.253660
471.00,0.234836,0.335799,0.292654,0.285133,0.277753,0.242537,0.255278
470.50,0.236563,0.329803,0.289260,0.282570,0.276199,0.241945,0.255302
470.00,0.239351,0.324442,0.286368,0.280876,0.275640,0.242613,0.256033
469.50,0.241590,0.319412,0.284652,0.279497,0.274720,0.242638,0.257863
469.00,0.244082,0.314401,0.281842,0.277875,0.273317,0.243020,0.258122
468.50,0.245729,0.310259,0.279533,0.276063,0.272826,0.243298,0.259016
468.00,0.248334,0.305208,0.277701,0.274543,0.271606,0.244116,0.259675
467.50,0.250155,0.299750,0.274850,0.272328,0.270685,0.243759,0.259886
467.00,0.253343,0.294675,0.271624,0.270536,0.269555,0.244090,0.261391
466.50,0.254879,0.289832,0.270303,0.268921,0.268943,0.244424,0.263166
466.00,0.257265,0.285666,0.268064,0.267384,0.268337,0.244519,0.262595
465.50,0.258279,0.280984,0.266034,0.265984,0.267611,0.244623,0.263523
465.00,0.259958,0.275952,0.263345,0.263727,0.266512,0.244621,0.264204
464.50,0.262696,0.271405,0.261050,0.262111,0.265550,0.244529,0.264539
464.00,0.265003,0.266814,0.259269,0.260292,0.264740,0.245025,0.265784
463.50,0.265666,0.262182,0.256763,0.258948,0.263496,0.244833,0.266103
463.00,0.267642,0.258369,0.254583,0.257381,0.262980,0.244716,0.266765
462.50,0.269491,0.253756,0.252461,0.255603,0.262194,0.245192,0.266969
462.00,0.271534,0.249083,0.249982,0.254071,0.261237,0.244920,0.267757
461.50,0.273323,0.244359,0.248392,0.252517,0.260407,0.245287,0.268791
461.00,0.274949,0.239736,0.245911,0.250857,0.259255,0.244939,0.268800
460.50,0.276279,0.235988,0.243547,0.248962,0.258379,0.244567,0.268978
460.00,0.278212,0.232488,0.242244,0.248324,0.257469,0.245679,0.269929
459.50,0.279032,0.227917,0.240052,0.246047,0.256353,0.245031,0.270104
459.00,0.280695,0.224184,0.238060,0.244567,0.255236,0.245515,0.270300
458.50,0.282590,0.218953,0.234926,0.243698,0.254718,0.245422,0.271706
458.00,0.284129,0.215298,0.233378,0.241206,0.254000,0.244983,0.271001
457.50,0.285293,0.212191,0.232109,0.240595,0.253253,0.245375,0.272335
457.00,0.286524,0.208339,0.230071,0.239321,0.252366,0.245022,0.272754
456.50,0.288669,0.204503,0.228419,0.238137,0.252442,0.245792,0.273307
456.00,0.289486,0.200643,0.226255,0.236624,0.250634,0.245335,0.273838
455.50,0.290709,0.196307,0.223984,0.233883,0.249573,0.244479,0.273025
455.00,0.291590,0.192561,0.221771,0.233122,0.249046,0.244600,0.273667
454.50,0.292648,0.189860,0.220089,0.231318,0.247542,0.244626,0.273909
454.00,0.293398,0.185856,0.218281,0.229950,0.246094,0.244524,0.273855
453.50,0.294829,0.181682,0.216588,0.229064,0.246169,0.244885,0.274465
453.00,0.295776,0.178500,0.214915,0.226604,0.244611,0.243798,0.274746
452.50,0.298049,0.175772,0.213748,0.226691,0.244552,0.244361,0.275266
452.00,0.297696,0.171497,0.211444,0.224485,0.242154,0.243382,0.274512
451.50,0.299199,0.169445,0.210460,0.223816,0.242440,0.244405,0.275889
451.00,0.300269,0.165899,0.208366,0.222386,0.241819,0.243606,0.275445
450.50,0.300887,0.162855,0.207104,0.220085,0.241633,0.243259,0.275868
450.00,0.302354,0.159439,0.204883,0.219375,0.240488,0.243475,0.276103
449.50,0.303123,0.156134,0.203493,0.218315,0.239249,0.243159,0.275603
449.00,0.303195,0.153330,0.201311,0.216391,0.238052,0.242492,0.275492
448.50,0.303987,0.150545,0.200543,0.215726,0.237721,0.242831,0.276562
448.00,0.304381,0.147711,0.198766,0.214630,0.237088,0.242613,0.275647
447.50,0.305138,0.144666,0.197192,0.213056,0.235374,0.241817,0.276070
447.00,0.306191,0.141139,0.195103,0.211965,0.234877,0.241929,0.275447
446.50,0.306620,0.138695,0.193923,0.210834,0.234221,0.241406,0.275601
446.00,0.306978,0.136531,0.192335,0.209668,0.233570,0.241491,0.275144
445.50,0.307335,0.133488,0.191113,0.208298,0.232526,0.240971,0.275284
445.00,0.308513,0.130562,0.189232,0.207211,0.231582,0.240658,0.275789
444.50,0.308403,0.128208,0.188229,0.206215,0.231102,0.240576,0.275535
444.00,0.309722,0.125827,0.186224,0.204878,0.229715,0.239795,0.275246
443.50,0.309776,0.123557,0.185091,0.203732,0.229243,0.239994,0.275016
443.00,0.310165,0.120990,0.183610,0.202704,0.228519,0.239291,0.274682
442.50,0.310331,0.118524,0.182921,0.201549,0.227486,0.238964,0.275089
442.00,0.311131,0.116519,0.181463,0.199981,0.227447,0.238652,0.274955
441.50,0.311429,0.114429,0.179838,0.199266,0.225839,0.238449,0.274258
441.00,0.312115,0.112173,0.178896,0.198479,0.225711,0.238355,0.274282
440.50,0.312284,0.110341,0.178009,0.198095,0.225099,0.237985,0.274548
440.00,0.312752,0.108190,0.176665,0.197404,0.224557,0.237622,0.274955
439.50,0.312505,0.105762,0.175261,0.195748,0.222878,0.237149,0.273739
439.00,0.312559,0.104178,0.173907,0.195165,0.223338,0.236914,0.273677
438.50,0.312695,0.100866,0.172942,0.193387,0.221422,0.236807,0.273027
438.00,0.312752,0.099823,0.171567,0.192821,0.221204,0.236248,0.273629
437.50,0.313206,0.097944,0.170954,0.191824,0.220875,0.236441,0.272967
437.00,0.312814,0.095215,0.168917,0.190654,0.218921,0.235867,0.272407
436.50,0.313886,0.094012,0.167877,0.190007,0.218697,0.235282,0.272322
436.00,0.313627,0.091889,0.167352,0.189267,0.217851,0.234452,0.271994
435.50,0.313789,0.090230,0.166745,0.188676,0.217250,0.234533,0.272225
435.00,0.314023,0.088480,0.164813,0.187357,0.217017,0.233916,0.271511
434.50,0.314019,0.086559,0.163760,0.186065,0.215699,0.233519,0.271543
434.00,0.314254,0.085887,0.163118,0.186475,0.215629,0.233063,0.271667
433.50,0.314204,0.083621,0.161327,0.184793,0.214607,0.232253,0.270478
433.00,0.314415,0.082112,0.160865,0.183960,0.214570,0.232916,0.270752
432.50,0.315118,0.080456,0.160187,0.183027,0.213711,0.231947,0.270278
432.00,0.314773,0.079269,0.159635,0.182060,0.212767,0.232144,0.270685
431.50,0.315115,0.077295,0.158046,0.181567,0.212523,0.231458,0.269629
431.00,0.315000,0.076315,0.157511,0.181109,0.211864,0.231677,0.270312
430.50,0.314184,0.074706,0.156356,0.180486,0.211263,0.230978,0.269735
430.00,0.314571,0.072832,0.155463,0.179158,0.210238,0.230474,0.268701
429.50,0.314355,0.072107,0.154733,0.179089,0.209948,0.229621,0.268759
429.00,0.314282,0.070086,0.153695,0.178043,0.209472,0.229382,0.267862
428.50,0.313890,0.068761,0.152882,0.176861,0.208724,0.228627,0.267160
428.00,0.314441,0.067563,0.152097,0.176636,0.208514,0.228839,0.267707
427.50,0.314274,0.066158,0.151671,0.175019,0.207339,0.228407,0.266953
427.00,0.314403,0.065150,0.150559,0.174837,0.206898,0.228143,0.267096
426.50,0.313969,0.063397,0.149173,0.173674,0.205199,0.227209,0.266416
426.00,0.313788,0.062121,0.148305,0.173425,0.204945,0.227101,0.266852
425.50,0.313738,0.060946,0.148035,0.172648,0.204733,0.226174,0.266150
425.00,0.312848,0.060078,0.146667,0.171431,0.204520,0.225430,0.264805
424.50,0.313344,0.058776,0.146414,0.170757,0.204088,0.225634,0.265064
424.00,0.313559,0.058637,0.145965,0.170416,0.203305,0.226090,0.264599
423.50,0.313008,0.056517,0.144700,0.169935,0.202373,0.224634,0.264157
423.00,0.312674,0.055750,0.144380,0.169022,0.201790,0.225239,0.264283
422.50,0.312308,0.054773,0.143366,0.168396,0.201877,0.224376,0.263857
422.00,0.312178,0.054109,0.143323,0.168132,0.201030,0.224233,0.263512
421.50,0.312212,0.052353,0.141903,0.166950,0.200474,0.223416,0.262525
421.00,0.311074,0.051240,0.141302,0.165675,0.198948,0.222158,0.261871
420.50,0.311086,0.050908,0.140771,0.166102,0.200038,0.222740,0.262352
420.00,0.310360,0.049905,0.139863,0.165127,0.198416,0.221927,0.261567
419.50,0.310379,0.049153,0.139782,0.164756,0.198442,0.221950,0.261557
419.00,0.310224,0.048457,0.138872,0.164544,0.198132,0.221165,0.261075
418.50,0.309225,0.046783,0.137859,0.162503,0.196521,0.220442,0.258875
418.00,0.310028,0.046605,0.138045,0.163516,0.196264,0.220786,0.259931
417.50,0.309329,0.046073,0.137439,0.161870,0.196738,0.220725,0.259816
417.00,0.307806,0.044246,0.135131,0.160686,0.194493,0.218588,0.257772
416.50,0.307675,0.043486,0.135368,0.161008,0.194401,0.218253,0.257192
416.00,0.307135,0.042346,0.133891,0.159559,0.193459,0.217446,0.257172
415.50,0.306630,0.042570,0.134236,0.159482,0.193915,0.217638,0.258016
415.00,0.306522,0.042413,0.134061,0.159126,0.192240,0.217910,0.256496
414.50,0.304889,0.041135,0.132160,0.157719,0.191384,0.215634,0.255620
414.00,0.304798,0.039834,0.131419,0.156332,0.190525,0.215267,0.255211
413.50,0.304078,0.039690,0.131645,0.156861,0.191268,0.215815,0.254111
413.00,0.304214,0.039304,0.131602,0.157148,0.190059,0.214554,0.254461
412.50,0.302405,0.037401,0.130671,0.153835,0.190011,0.212785,0.252777
412.00,0.303157,0.038720,0.130298,0.155066,0.189716,0.214254,0.253592
411.50,0.301801,0.035718,0.128917,0.152830,0.187507,0.211651,0.250357
411.00,0.301041,0.036018,0.128676,0.154128,0.187579,0.212355,0.250918
410.50,0.299546,0.035295,0.127283,0.152755,0.186283,0.212175,0.250987
410.00,0.299586,0.035174,0.127401,0.152554,0.187794,0.211128,0.250509
409.50,0.301113,0.034811,0.127763,0.152513,0.186237,0.211234,0.250377
409.00,0.297986,0.034299,0.126235,0.150951,0.185712,0.208873,0.248830
408.50,0.296578,0.032364,0.125593,0.149996,0.184049,0.207959,0.246549
408.00,0.296535,0.032715,0.124514,0.149874,0.183327,0.208566,0.247229
407.50,0.296073,0.033151,0.124649,0.149236,0.183530,0.208358,0.246688
407.00,0.296306,0.032313,0.123938,0.149283,0.182628,0.207491,0.244988
406.50,0.293292,0.032088,0.123079,0.148672,0.181623,0.205625,0.244396
406.00,0.293056,0.030236,0.122447,0.146284,0.180478,0.205349,0.244238
405.50,0.291958,0.029913,0.121588,0.145960,0.179801,0.204625,0.243566
405.00,0.291410,0.030521,0.121849,0.146530,0.180086,0.204634,0.241993
404.50,0.291531,0.029978,0.121147,0.145250,0.179366,0.203518,0.242507
404.00,0.288807,0.029572,0.120105,0.144759,0.178561,0.202184,0.240796
403.50,0.287294,0.028735,0.120406,0.143814,0.176490,0.200900,0.239879
403.00,0.286521,0.028628,0.120176,0.143746,0.176611,0.200784,0.238721
402.50,0.285924,0.029008,0.119067,0.142636,0.174996,0.200145,0.237951
402.00,0.284233,0.027781,0.117896,0.141838,0.175532,0.199156,0.237226
401.50,0.282956,0.027486,0.117557,0.140679,0.174133,0.198545,0.235916
401.00,0.281963,0.027501,0.117272,0.140211,0.174343,0.197081,0.234592
400.50,0.280316,0.026749,0.115973,0.139709,0.172344,0.196176,0.233103
400.00,0.278604,0.025445,0.114194,0.137835,0.170772,0.193930,0.231468
399.50,0.278417,0.025595,0.114395,0.137764,0.169670,0.193492,0.229588
399.00,0.277097,0.025477,0.113762,0.136253,0.169087,0.193723,0.230573
398.50,0.276153,0.025280,0.113540,0.136582,0.167901,0.191606,0.227485
398.00,0.273231,0.024770,0.111630,0.134943,0.167426,0.190898,0.226381
397.50,0.272128,0.025426,0.112101,0.135451,0.168101,0.190499,0.227606
397.00,0.271601,0.025077,0.112326,0.134017,0.166168,0.190202,0.225271
396.50,0.269835,0.024509,0.110970,0.133779,0.164597,0.187870,0.223594
396.00,0.269003,0.024629,0.110434,0.132803,0.165133,0.187198,0.223177
395.50,0.266974,0.023951,0.109307,0.131891,0.162858,0.185935,0.221497
395.00,0.265620,0.024189,0.108462,0.130569,0.162132,0.185138,0.220364
394.50,0.264325,0.024047,0.108990,0.131104,0.162395,0.184343,0.219472
394.00,0.263567,0.023901,0.108049,0.130177,0.161164,0.183481,0.218445
393.50,0.260760,0.023102,0.107018,0.128785,0.159302,0.181616,0.216962
393.00,0.259838,0.023803,0.106104,0.127965,0.159009,0.181366,0.214982
392.50,0.257759,0.023668,0.106357,0.128282,0.157804,0.179604,0.214073
392.00,0.255387,0.022480,0.104870,0.126781,0.156408,0.178072,0.212278
391.50,0.254448,0.022691,0.104388,0.125762,0.154487,0.177815,0.211397
391.00,0.252021,0.023026,0.103499,0.124768,0.154725,0.176430,0.209313
390.50,0.249882,0.022681,0.102896,0.123690,0.153471,0.174817,0.207947
390.00,0.249359,0.022630,0.102607,0.122868,0.152157,0.172532,0.206799
389.50,0.245804,0.022368,0.101541,0.121000,0.151764,0.171758,0.204959
389.00,0.245063,0.022195,0.101694,0.120963,0.151103,0.171378,0.204480
388.50,0.242894,0.021300,0.099940,0.120315,0.148727,0.168460,0.200881
388.00,0.240832,0.022815,0.099692,0.119640,0.147020,0.168356,0.199332
387.50,0.238773,0.021910,0.098989,0.118863,0.145839,0.166854,0.198652
387.00,0.236643,0.022412,0.098624,0.117113,0.145213,0.165640,0.197581
386.50,0.234635,0.021837,0.096810,0.116157,0.145026,0.164009,0.194823
386.00,0.232779,0.021680,0.096339,0.114357,0.142748,0.162774,0.194221
385.50,0.230406,0.022626,0.096908,0.114110,0.142670,0.161847,0.192646
385.00,0.228853,0.021197,0.095635,0.113352,0.140811,0.158982,0.190741
384.50,0.227547,0.022362,0.095833,0.113059,0.140523,0.160759,0.189503
384.00,0.224264,0.021681,0.094099,0.111747,0.139255,0.157034,0.187074
383.50,0.221609,0.020880,0.092709,0.109968,0.137246,0.155457,0.184822
383.00,0.220151,0.021295,0.092112,0.109586,0.136479,0.154415,0.183889
382.50,0.218877,0.021497,0.092879,0.109664,0.136527,0.152597,0.182949
382.00,0.215810,0.020735,0.090202,0.107989,0.133936,0.150842,0.181270
381.50,0.213061,0.021294,0.090695,0.106882,0.133004,0.149768,0.178065
381.00,0.212392,0.021850,0.089733,0.106235,0.131516,0.148630,0.177902
380.50,0.208799,0.021259,0.088306,0.105627,0.129090,0.146732,0.175363
380.00,0.206858,0.021444,0.087941,0.103450,0.129330,0.145805,0.174242
379.50,0.206939,0.023838,0.088309,0.105408,0.129343,0.144951,0.173457
379.00,0.203551,0.021540,0.087207,0.102355,0.126800,0.142395,0.171241
378.50,0.202042,0.022599,0.088004,0.101933,0.126550,0.142296,0.169477
378.00,0.199262,0.022095,0.085869,0.101071,0.124640,0.139968,0.167118
377.50,0.197118,0.022529,0.084129,0.100701,0.123854,0.139160,0.165924
377.00,0.195489,0.023158,0.085071,0.099864,0.123768,0.138477,0.164004
376.50,0.191867,0.021366,0.083121,0.097587,0.121930,0.134863,0.161458
376.00,0.190586,0.022850,0.083274,0.096566,0.120299,0.134419,0.160754
375.50,0.187980,0.021737,0.082413,0.095114,0.116679,0.131848,0.157520
375.00,0.184728,0.021710,0.080446,0.093861,0.115480,0.130251,0.154720
374.50,0.181626,0.021444,0.080597,0.093178,0.115602,0.128502,0.154311
374.00,0.180222,0.021999,0.080595,0.091574,0.114174,0.126465,0.152764
373.50,0.179498,0.023460,0.079974,0.092486,0.114461,0.127144,0.152270
373.00,0.175766,0.023864,0.079259,0.090426,0.112569,0.124428,0.149042
372.50,0.174523,0.023786,0.078564,0.090395,0.111071,0.124131,0.147525
372.00,0.171019,0.024496,0.077399,0.089896,0.110202,0.122253,0.144770
371.50,0.171364,0.025034,0.078514,0.090545,0.110850,0.122245,0.146045
371.00,0.167020,0.024861,0.077969,0.088961,0.108810,0.119468,0.142411
370.50,0.165780,0.025639,0.076823,0.087531,0.109976,0.119901,0.143361
370.00,0.162604,0.025087,0.074382,0.085338,0.105055,0.116377,0.139876
369.50,0.159580,0.025152,0.075242,0.086294,0.105667,0.114958,0.136753
369.00,0.158806,0.026226,0.073301,0.085249,0.104614,0.113152,0.135224
368.50,0.155235,0.026230,0.073938,0.084008,0.103506,0.112133,0.134294
368.00,0.153529,0.025285,0.072602,0.082012,0.101599,0.110551,0.132351
367.50,0.152008,0.027281,0.072121,0.082918,0.101614,0.109340,0.130899
367.00,0.148154,0.026488,0.072552,0.081486,0.100218,0.107676,0.128591
366.50,0.147495,0.027862,0.072754,0.081706,0.099048,0.107948,0.127734
366.00,0.145093,0.027464,0.071530,0.079798,0.097174,0.105040,0.124738
365.50,0.142418,0.028340,0.070114,0.078211,0.096262,0.103695,0.124989
365.00,0.140350,0.027930,0.069549,0.076932,0.095265,0.101263,0.121020
364.50,0.140889,0.029559,0.071456,0.078702,0.095776,0.101496,0.121302
364.00,0.136460,0.029017,0.069681,0.077268,0.094837,0.100718,0.118994
363.50,0.135048,0.031240,0.068489,0.076764,0.092492,0.099262,0.118055
363.00,0.132246,0.030980,0.068926,0.076060,0.091278,0.098013,0.116177
362.50,0.132025,0.031887,0.068949,0.075999,0.091639,0.097128,0.115377
362.00,0.130430,0.033257,0.068439,0.076180,0.090930,0.096254,0.113895
361.50,0.127016,0.032261,0.066614,0.073311,0.089313,0.093686,0.111554
361.00,0.125668,0.033375,0.067052,0.075662,0.088449,0.094437,0.110039
360.50,0.122785,0.032961,0.066630,0.072379,0.086788,0.091898,0.107524
360.00,0.120538,0.033817,0.066988,0.072316,0.087355,0.090817,0.107052
359.50,0.119630,0.034935,0.067550,0.072615,0.086601,0.090308,0.107036
359.00,0.118013,0.034553,0.066822,0.070762,0.084966,0.089072,0.104630
358.50,0.114737,0.034360,0.065342,0.069830,0.082488,0.086643,0.101728
358.00,0.112553,0.036161,0.064897,0.070205,0.083635,0.086307,0.101035
357.50,0.111462,0.036290,0.064257,0.069779,0.080384,0.084438,0.099804
357.00,0.109487,0.036199,0.064398,0.068167,0.080489,0.082754,0.098372
356.50,0.107002,0.035908,0.064723,0.068432,0.080900,0.081631,0.097057
356.00,0.106805,0.037532,0.063930,0.067532,0.078520,0.080746,0.095918
355.50,0.103486,0.038773,0.063188,0.066710,0.078440,0.080116,0.095013
355.00,0.101118,0.038659,0.062660,0.066687,0.077023,0.078720,0.093116
354.50,0.101048,0.039907,0.064211,0.066873,0.078197,0.079128,0.092705
354.00,0.097539,0.038560,0.063785,0.064992,0.076283,0.076592,0.090707
353.50,0.098042,0.040754,0.063223,0.064174,0.075912,0.076409,0.089654
353.00,0.094108,0.038568,0.061774,0.063163,0.073738,0.074811,0.086510
352.50,0.092663,0.040584,0.061572,0.061888,0.075038,0.073286,0.086610
352.00,0.089893,0.039300,0.063073,0.061887,0.074119,0.072038,0.084691
351.50,0.089115,0.040933,0.061575,0.061900,0.072807,0.070657,0.084019
351.00,0.087181,0.041334,0.060820,0.061741,0.071899,0.070582,0.082978
350.50,0.087072,0.043193,0.061568,0.062292,0.071549,0.071622,0.081686
350.00,0.085087,0.041717,0.059150,0.060360,0.071016,0.069268,0.079325